,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,335.209,46.1097,335.18,46.1331,335.135,46.0765,335.122,46.0531,335.146,46.0393,335.134,46.0494,335.072,46.0611,335.095,46.0669,335.108,46.067,335.125,46.0725
neck,330.036,96.8272,330.046,96.8399,330.042,96.8264,330.004,96.8184,330.011,96.8334,330.005,96.8203,325.13,96.8182,325.153,96.8355,325.091,96.8349,325.135,96.8292
RShoulder,274.473,96.6648,274.443,96.6884,274.409,96.685,274.342,96.6774,274.39,96.6987,274.349,96.7091,274.34,96.6908,274.396,96.7065,274.313,96.6929,274.351,96.692
RElbow,208.412,96.6887,208.384,96.6816,203.432,96.6601,208.3,96.6685,203.36,96.6568,203.354,96.6479,208.483,96.6703,213.33,96.6726,213.351,96.6567,208.486,96.6332
RWrist,142.322,86.7062,142.371,86.7636,137.607,86.7808,137.564,86.6856,137.531,81.7046,137.361,81.6604,137.526,81.7157,137.596,86.6059,137.58,81.7197,142.285,86.6441
LShoulder,375.674,96.7079,375.663,96.7033,375.666,96.6943,375.685,96.688,375.655,96.6916,375.69,96.6909,375.633,96.7111,375.63,96.7144,375.616,96.7352,375.64,96.7258
LElbow,431.619,91.813,431.697,91.7788,431.731,91.79,436.607,91.8034,436.652,91.8023,446.696,91.7347,446.81,91.7552,446.736,91.7539,441.807,91.7358,446.808,91.7001
LWrist,507.464,91.8816,507.481,91.7693,502.763,91.6983,507.425,91.7379,502.721,91.6741,507.588,86.6207,512.71,81.6493,507.631,81.7314,507.682,81.677,512.643,86.612
MidHip,335.048,253.906,335.094,254.001,335.056,253.999,335.051,253.999,335.037,254.026,335.074,254.02,335.012,253.897,335.0,253.932,334.995,254.014,335.023,253.974
RHip,299.856,249.079,299.881,253.933,299.859,253.95,299.84,253.943,299.839,253.981,299.863,253.978,299.834,249.084,299.823,253.896,299.805,253.968,299.827,253.94
RKnee,299.892,380.811,299.957,380.875,299.922,380.76,299.871,381.064,299.899,380.904,299.892,380.679,299.937,375.875,299.899,380.818,299.9,380.921,299.905,380.607
RAnkle,310.053,472.262,309.896,472.27,314.888,472.262,309.922,472.273,309.879,472.266,309.929,472.258,309.902,472.244,305.022,472.266,309.852,472.266,309.951,472.255
LHip,350.575,253.927,350.61,254.049,350.576,254.028,350.587,254.023,350.563,254.039,350.592,254.05,350.533,253.914,350.517,253.951,350.523,254.03,350.558,253.998
LKnee,350.54,380.715,350.431,380.903,350.507,380.751,350.503,380.976,350.519,380.896,350.516,380.702,350.384,375.755,350.389,380.761,350.548,380.866,350.406,375.864
LAnkle,345.26,472.287,345.152,472.29,345.339,472.284,345.289,472.29,345.205,472.285,345.392,472.273,345.225,472.253,345.194,472.285,345.261,472.286,345.27,472.273
REye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REar,304.683,51.1425,304.676,51.1553,304.641,51.1689,304.619,51.1293,304.632,51.1604,304.607,51.1407,304.617,51.1203,304.615,51.1315,304.601,51.1111,304.628,51.1348
LEar,345.534,55.9668,345.554,55.9799,345.522,55.9573,345.527,55.9487,345.512,55.9349,345.523,51.2951,345.479,51.3133,345.506,55.9486,345.495,55.939,345.504,55.9579
LBigToe,350.385,472.334,345.476,472.337,345.657,472.336,345.598,472.335,345.543,472.334,345.623,472.334,345.398,472.307,345.49,472.336,345.557,472.336,345.488,472.334
LSmallToe,360.52,472.338,350.596,472.341,360.593,472.333,355.622,472.335,355.53,472.334,365.634,472.313,360.665,472.287,355.503,472.336,355.604,472.335,360.543,472.323
LHeel,0.0,0.0,0.0,0.0,345.171,472.294,0.0,0.0,0.0,0.0,345.217,472.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBigToe,305.029,472.321,0.0,0.0,0.0,0.0,304.96,472.335,304.882,472.319,0.0,0.0,0.0,0.0,304.652,472.314,304.838,472.314,0.0,0.0
RSmallToe,304.815,472.32,0.0,0.0,0.0,0.0,304.745,472.334,304.7,472.319,0.0,0.0,0.0,0.0,299.85,472.318,304.711,472.315,0.0,0.0
RHeel,310.029,472.249,309.881,472.256,0.0,0.0,309.878,472.257,309.866,472.252,309.927,472.252,309.863,472.243,305.009,472.253,309.855,472.253,309.93,472.249
